iter,generator_loss,discriminator_loss,epsilon_hat,epsilon_target,delta,privacy_spent,inner_gan_steps,elapsed_seconds
1,-0.6533806147103812,-0.820415025537879,4.626023114037641,1.0,1.7019758701405708e-07,4.626023114037641,10,659.9236400127411
