iter,generator_loss,discriminator_loss,epsilon_hat,epsilon_target,delta,privacy_spent,inner_gan_steps,elapsed_seconds
1,-1.0543364297881648,-0.7230034523132238,4.572503114037639,1.0,1.7019758701405708e-07,4.572503114037639,10,644.4571011066437
