Model Name,AUCPR,AUROC
Logistic Regression,0.16195708553621155,0.3025090951366241
AdaBoost,0.159076421656219,0.2797852734374755
KNN,0.23448245074908652,0.49484133929088564
XGBoost,0.17279461848055716,0.3436506652063429
