Model Name,AUCPR,AUROC
Logistic Regression,0.15376661986994541,0.2579382314818125
AdaBoost,0.16153229461165908,0.28994014847043414
KNN,0.22386877567449268,0.46896962488873506
XGBoost,0.17940556332485733,0.3523357130505566
