Model Name,Accuracy,Recall,F1-Score
Logistic Regression,0.7637737239727289,0.0,0.0
AdaBoost,0.7361341440943431,0.007280291211648466,0.012867647058823529
KNN,0.7637737239727289,0.0,0.0
XGBoost,0.762238191757263,0.0015600624024961,0.003090394025238218
